firmware_vendor,firmware_product,firmware_version,sbom_document_id,ground_truth_id,component_id,component_name,component_version,original_cpe,ground_truth_cpe,validation_result,cpe_present,actual_product,verified_software_version,version_verification_method,product_boundary,representative_status
Unitronics,UCR-ST-B8,52.07.13.7,1364,972,199769,kmod-lib-crc-ccitt,5.15.176-1,cpe:2.3:a:kmod-lib-crc-ccitt:kmod-lib-crc-ccitt:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib crc ccitt,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,973,199770,kmod-lib-crc16,5.15.176-1,cpe:2.3:a:kmod-lib-crc16:kmod-lib-crc16:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib crc16,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,974,199771,kmod-lib-crc32c,5.15.176-1,cpe:2.3:a:kmod-lib-crc32c:kmod-lib-crc32c:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib crc32c,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,975,199772,kmod-lib-textsearch,5.15.176-1,cpe:2.3:a:kmod-lib-textsearch:kmod-lib-textsearch:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib textsearch,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,976,199773,kmod-lib-zlib-deflate,5.15.176-1,cpe:2.3:a:kmod-lib-zlib-deflate:kmod-lib-zlib-deflate:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib zlib deflate,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,977,199774,kmod-lib-zlib-inflate,5.15.176-1,cpe:2.3:a:kmod-lib-zlib-inflate:kmod-lib-zlib-inflate:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod lib zlib inflate,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,978,199775,kmod-mac80211_515,5.15.176+6.5-1,cpe:2.3:a:kmod-mac80211_515:kmod-mac80211_515:5.15.176+6.5-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod mac80211 515,5.15.176+6.5-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,979,199776,kmod-mii,5.15.176-1,cpe:2.3:a:kmod-mii:kmod-mii:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod mii,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,980,199777,kmod-mppe,5.15.176-1,cpe:2.3:a:kmod-mppe:kmod-mppe:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod mppe,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,981,199778,kmod-mt76-core_515,5.15.176+2023-09-18-2afc7285-2,cpe:2.3:a:kmod-mt76-core_515:kmod-mt76-core_515:5.15.176+2023-09-18-2afc7285-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod mt76 core 515,5.15.176+2023-09-18-2afc7285-2,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,982,199779,kmod-mt7603_515,5.15.176+2023-09-18-2afc7285-2,cpe:2.3:a:kmod-mt7603_515:kmod-mt7603_515:5.15.176+2023-09-18-2afc7285-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod mt7603 515,5.15.176+2023-09-18-2afc7285-2,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,983,199780,kmod-nf-conntrack-netlink,5.15.176-1,cpe:2.3:a:kmod-nf-conntrack-netlink:kmod-nf-conntrack-netlink:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf conntrack netlink,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,984,199781,kmod-nf-conntrack6,5.15.176-1,cpe:2.3:a:kmod-nf-conntrack6:kmod-nf-conntrack6:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf conntrack6,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,985,199782,kmod-nf-conntrack,5.15.176-1,cpe:2.3:a:kmod-nf-conntrack:kmod-nf-conntrack:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf conntrack,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,986,199783,kmod-nf-flow,5.15.176-1,cpe:2.3:a:kmod-nf-flow:kmod-nf-flow:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf flow,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,987,199784,kmod-nf-ipt6,5.15.176-1,cpe:2.3:a:kmod-nf-ipt6:kmod-nf-ipt6:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf ipt6,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,988,199785,kmod-nf-ipt,5.15.176-1,cpe:2.3:a:kmod-nf-ipt:kmod-nf-ipt:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf ipt,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,989,199786,kmod-nf-log6,5.15.176-1,cpe:2.3:a:kmod-nf-log6:kmod-nf-log6:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf log6,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,990,199787,kmod-nf-log,5.15.176-1,cpe:2.3:a:kmod-nf-log:kmod-nf-log:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf log,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,991,199788,kmod-nf-nat,5.15.176-1,cpe:2.3:a:kmod-nf-nat:kmod-nf-nat:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf nat,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,992,199789,kmod-nf-nathelper-extra,5.15.176-1,cpe:2.3:a:kmod-nf-nathelper-extra:kmod-nf-nathelper-extra:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf nathelper extra,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,993,199790,kmod-nf-nathelper,5.15.176-1,cpe:2.3:a:kmod-nf-nathelper:kmod-nf-nathelper:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf nathelper,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,994,199791,kmod-nf-reject6,5.15.176-1,cpe:2.3:a:kmod-nf-reject6:kmod-nf-reject6:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf reject6,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,995,199792,kmod-nf-reject,5.15.176-1,cpe:2.3:a:kmod-nf-reject:kmod-nf-reject:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nf reject,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,996,199793,kmod-nfnetlink,5.15.176-1,cpe:2.3:a:kmod-nfnetlink:kmod-nfnetlink:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nfnetlink,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,997,199794,kmod-nft-core,5.15.176-1,cpe:2.3:a:kmod-nft-core:kmod-nft-core:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nft core,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,998,199795,kmod-nft-netdev,5.15.176-1,cpe:2.3:a:kmod-nft-netdev:kmod-nft-netdev:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nft netdev,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,999,199796,kmod-nls-base,5.15.176-1,cpe:2.3:a:kmod-nls-base:kmod-nls-base:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nls base,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1000,199797,kmod-nls-cp437,5.15.176-1,cpe:2.3:a:kmod-nls-cp437:kmod-nls-cp437:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nls cp437,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1001,199798,kmod-nls-iso8859-1,5.15.176-1,cpe:2.3:a:kmod-nls-iso8859-1:kmod-nls-iso8859-1:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nls iso8859 1,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1002,199799,kmod-nls-utf8,5.15.176-1,cpe:2.3:a:kmod-nls-utf8:kmod-nls-utf8:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod nls utf8,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1003,199800,kmod-ovpn-dco-v2,5.15.176+0.2.20240320-1,cpe:2.3:a:kmod-ovpn-dco-v2:kmod-ovpn-dco-v2:5.15.176+0.2.20240320-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod ovpn dco v2,5.15.176+0.2.20240320-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1004,199801,kmod-ppp,5.15.176-1,cpe:2.3:a:kmod-ppp:kmod-ppp:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod ppp,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1005,199802,kmod-pppoe,5.15.176-1,cpe:2.3:a:kmod-pppoe:kmod-pppoe:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod pppoe,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1006,199803,kmod-pppol2tp,5.15.176-1,cpe:2.3:a:kmod-pppol2tp:kmod-pppol2tp:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod pppol2tp,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1007,199804,kmod-pppox,5.15.176-1,cpe:2.3:a:kmod-pppox:kmod-pppox:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod pppox,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1008,199805,kmod-pptp,5.15.176-1,cpe:2.3:a:kmod-pptp:kmod-pptp:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod pptp,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1009,199806,kmod-scsi-core,5.15.176-1,cpe:2.3:a:kmod-scsi-core:kmod-scsi-core:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod scsi core,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1010,199807,kmod-slhc,5.15.176-1,cpe:2.3:a:kmod-slhc:kmod-slhc:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod slhc,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1011,199808,kmod-spi-bitbang,5.15.176-1,cpe:2.3:a:kmod-spi-bitbang:kmod-spi-bitbang:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod spi bitbang,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1012,199809,kmod-spi-gpio,5.15.176-1,cpe:2.3:a:kmod-spi-gpio:kmod-spi-gpio:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod spi gpio,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1013,199810,kmod-tlt-gpio,5.15.176-1,cpe:2.3:a:kmod-tlt-gpio:kmod-tlt-gpio:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod tlt gpio,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1014,199811,kmod-tlt-pulse-counter,5.15.176-2,cpe:2.3:a:kmod-tlt-pulse-counter:kmod-tlt-pulse-counter:5.15.176-2:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod tlt pulse counter,5.15.176-2,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1015,199812,kmod-tun,5.15.176-1,cpe:2.3:a:kmod-tun:kmod-tun:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod tun,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1016,199813,kmod-udptunnel4,5.15.176-1,cpe:2.3:a:kmod-udptunnel4:kmod-udptunnel4:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod udptunnel4,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1017,199814,kmod-udptunnel6,5.15.176-1,cpe:2.3:a:kmod-udptunnel6:kmod-udptunnel6:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod udptunnel6,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1018,199815,kmod-usb-acm,5.15.176-1,cpe:2.3:a:kmod-usb-acm:kmod-usb-acm:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb acm,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1019,199816,kmod-usb-core,5.15.176-1,cpe:2.3:a:kmod-usb-core:kmod-usb-core:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb core,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1020,199817,kmod-usb-ehci,5.15.176-1,cpe:2.3:a:kmod-usb-ehci:kmod-usb-ehci:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb ehci,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1021,199818,kmod-usb-net-cdc-ether,5.15.176-1,cpe:2.3:a:kmod-usb-net-cdc-ether:kmod-usb-net-cdc-ether:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb net cdc ether,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1022,199819,kmod-usb-net-cdc-ncm,5.15.176-1,cpe:2.3:a:kmod-usb-net-cdc-ncm:kmod-usb-net-cdc-ncm:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb net cdc ncm,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1023,199820,kmod-usb-net-qmi-wwan,5.15.176-1,cpe:2.3:a:kmod-usb-net-qmi-wwan:kmod-usb-net-qmi-wwan:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb net qmi wwan,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1024,199821,kmod-usb-net-rndis,5.15.176-1,cpe:2.3:a:kmod-usb-net-rndis:kmod-usb-net-rndis:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb net rndis,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1025,199822,kmod-usb-net,5.15.176-1,cpe:2.3:a:kmod-usb-net:kmod-usb-net:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb net,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1026,199823,kmod-usb-serial-ark3116,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ark3116:kmod-usb-serial-ark3116:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb serial ark3116,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1027,199824,kmod-usb-serial-belkin,5.15.176-1,cpe:2.3:a:kmod-usb-serial-belkin:kmod-usb-serial-belkin:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb serial belkin,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1028,199825,kmod-usb-serial-ch341,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ch341:kmod-usb-serial-ch341:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb serial ch341,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1029,199826,kmod-usb-serial-ch343,5.15.176-1,cpe:2.3:a:kmod-usb-serial-ch343:kmod-usb-serial-ch343:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb serial ch343,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
Unitronics,UCR-ST-B8,52.07.13.7,1364,1030,199827,kmod-usb-serial-cp210x,5.15.176-1,cpe:2.3:a:kmod-usb-serial-cp210x:kmod-usb-serial-cp210x:5.15.176-1:*:*:*:*:*:*:*,,DIRECT_OFFICIAL_CPE_NOT_CONFIRMED,false,kmod usb serial cp210x,5.15.176-1,OBSERVED_COMPONENT_VERSION_PRESERVED_NO_PARENT_MAPPING,DIRECT_SUBCOMPONENT_NO_PARENT_INHERITANCE,
